Time,Aggregate_CPU(%),Aggregate_Memory(GB)
2025-12-01 14:01:47,241.0,1.75
2025-12-01 14:01:51,359.0,2.57
2025-12-01 14:01:55,138.0,3.19
2025-12-01 14:01:59,497.0,3.93
2025-12-01 14:02:03,282.0,4.08
2025-12-01 14:02:05,0.0,0.00
2025-12-01 14:02:08,0.0,0.00
2025-12-01 14:02:11,0.0,0.00
2025-12-01 14:02:14,0.0,0.00
2025-12-01 14:02:17,0.0,0.00
2025-12-01 14:02:20,0.0,0.00
2025-12-01 14:02:23,0.0,0.00
2025-12-01 14:02:26,0.0,0.00
2025-12-01 14:02:29,0.0,0.00
2025-12-01 14:02:32,0.0,0.00
2025-12-01 14:02:35,0.0,0.00
2025-12-01 14:02:38,0.0,0.00
2025-12-01 14:02:41,0.0,0.00
2025-12-01 14:02:44,0.0,0.00
2025-12-01 14:02:47,0.0,0.00
2025-12-01 14:02:50,0.0,0.00
2025-12-01 14:02:53,0.0,0.00
2025-12-01 14:02:56,0.0,0.00
2025-12-01 14:02:59,0.0,0.00
2025-12-01 14:03:03,0.0,0.00
2025-12-01 14:03:06,0.0,0.00
2025-12-01 14:03:09,0.0,0.00
2025-12-01 14:03:12,0.0,0.00
2025-12-01 14:03:15,0.0,0.00
2025-12-01 14:03:18,0.0,0.00
2025-12-01 14:03:21,0.0,0.00
2025-12-01 14:03:24,0.0,0.00
2025-12-01 14:03:27,0.0,0.00
2025-12-01 14:03:30,0.0,0.00
2025-12-01 14:03:33,0.0,0.00
2025-12-01 14:03:36,0.0,0.00
2025-12-01 14:03:39,0.0,0.00
2025-12-01 14:03:42,0.0,0.00
2025-12-01 14:03:45,0.0,0.00
2025-12-01 14:03:48,0.0,0.00
2025-12-01 14:03:51,0.0,0.00
2025-12-01 14:03:54,0.0,0.00
2025-12-01 14:03:57,0.0,0.00
2025-12-01 14:04:00,0.0,0.00
2025-12-01 14:04:03,0.0,0.00
2025-12-01 14:04:06,0.0,0.00
2025-12-01 14:04:09,0.0,0.00
2025-12-01 14:04:12,0.0,0.00
2025-12-01 14:04:15,0.0,0.00
2025-12-01 14:04:18,0.0,0.00
2025-12-01 14:04:21,0.0,0.00
2025-12-01 14:04:24,0.0,0.00
2025-12-01 14:04:28,0.0,0.00
2025-12-01 14:04:31,0.0,0.00
2025-12-01 14:04:34,0.0,0.00
2025-12-01 14:04:37,0.0,0.00
2025-12-01 14:04:40,0.0,0.00
2025-12-01 14:04:43,0.0,0.00
2025-12-01 14:04:46,0.0,0.00
2025-12-01 14:04:49,0.0,0.00
2025-12-01 14:04:52,0.0,0.00
2025-12-01 14:04:55,0.0,0.00
2025-12-01 14:04:58,0.0,0.00
2025-12-01 14:05:01,0.0,0.00
2025-12-01 14:05:04,0.0,0.00
2025-12-01 14:05:07,0.0,0.00
2025-12-01 14:05:10,0.0,0.00
2025-12-01 14:05:13,0.0,0.00
2025-12-01 14:05:16,0.0,0.00
2025-12-01 14:05:19,0.0,0.00
2025-12-01 14:05:22,0.0,0.00
2025-12-01 14:05:25,0.0,0.00
2025-12-01 14:05:28,0.0,0.00
2025-12-01 14:05:31,0.0,0.00
2025-12-01 14:05:34,0.0,0.00
2025-12-01 14:05:37,0.0,0.00
2025-12-01 14:05:40,0.0,0.00
2025-12-01 14:05:43,0.0,0.00
2025-12-01 14:05:46,0.0,0.00
2025-12-01 14:05:50,0.0,0.00
2025-12-01 14:05:53,0.0,0.00
2025-12-01 14:05:56,0.0,0.00
2025-12-01 14:05:59,0.0,0.00
2025-12-01 14:06:02,0.0,0.00
2025-12-01 14:06:05,0.0,0.00
2025-12-01 14:06:08,0.0,0.00
2025-12-01 14:06:11,0.0,0.00
2025-12-01 14:06:14,0.0,0.00
2025-12-01 14:06:17,0.0,0.00
2025-12-01 14:06:20,0.0,0.00
2025-12-01 14:06:23,0.0,0.00
2025-12-01 14:06:26,0.0,0.00
2025-12-01 14:06:29,0.0,0.00
2025-12-01 14:06:32,0.0,0.00
2025-12-01 14:06:35,0.0,0.00
2025-12-01 14:06:38,0.0,0.00
2025-12-01 14:06:41,0.0,0.00
2025-12-01 14:06:44,0.0,0.00
2025-12-01 14:06:47,0.0,0.00
2025-12-01 14:06:50,0.0,0.00
2025-12-01 14:06:53,0.0,0.00
2025-12-01 14:06:56,0.0,0.00
2025-12-01 14:06:59,0.0,0.00
2025-12-01 14:07:02,0.0,0.00
2025-12-01 14:07:05,0.0,0.00
2025-12-01 14:07:08,190.0,0.32
2025-12-01 14:07:13,228.0,0.69
2025-12-01 14:07:17,215.0,0.96
2025-12-01 14:07:21,246.0,1.25
2025-12-01 14:07:25,277.0,2.14
2025-12-01 14:07:29,383.0,2.63
2025-12-01 14:07:33,154.0,2.99
2025-12-01 14:07:37,77.0,3.64
2025-12-01 14:07:41,365.0,4.10
2025-12-01 14:07:44,0.0,0.00
2025-12-01 14:07:47,0.0,0.00
2025-12-01 14:07:50,0.0,0.00
2025-12-01 14:07:53,0.0,0.00
2025-12-01 14:07:56,0.0,0.00
2025-12-01 14:07:59,0.0,0.00
2025-12-01 14:08:02,0.0,0.00
2025-12-01 14:08:05,0.0,0.00
2025-12-01 14:08:08,0.0,0.00
2025-12-01 14:08:11,0.0,0.00
2025-12-01 14:08:14,0.0,0.00
2025-12-01 14:08:18,0.0,0.00
2025-12-01 14:08:21,0.0,0.00
2025-12-01 14:08:24,0.0,0.00
2025-12-01 14:08:27,0.0,0.00
2025-12-01 14:08:30,0.0,0.00
2025-12-01 14:08:33,0.0,0.00
2025-12-01 14:08:36,0.0,0.00
2025-12-01 14:08:39,0.0,0.00
2025-12-01 14:08:42,0.0,0.00
2025-12-01 14:08:45,0.0,0.00
2025-12-01 14:08:48,0.0,0.00
2025-12-01 14:08:51,0.0,0.00
2025-12-01 14:08:54,0.0,0.00
2025-12-01 14:08:57,0.0,0.00
2025-12-01 14:09:00,0.0,0.00
2025-12-01 14:09:03,0.0,0.00
2025-12-01 14:09:06,0.0,0.00
2025-12-01 14:09:09,0.0,0.00
2025-12-01 14:09:12,0.0,0.00
2025-12-01 14:09:15,0.0,0.00
2025-12-01 14:09:18,0.0,0.00
2025-12-01 14:09:21,0.0,0.00
2025-12-01 14:09:24,0.0,0.00
2025-12-01 14:09:27,0.0,0.00
2025-12-01 14:09:30,0.0,0.00
2025-12-01 14:09:34,0.0,0.00
2025-12-01 14:09:37,0.0,0.00
2025-12-01 14:09:40,0.0,0.00
2025-12-01 14:09:43,0.0,0.00
2025-12-01 14:09:46,0.0,0.00
2025-12-01 14:09:49,0.0,0.00
2025-12-01 14:09:52,0.0,0.00
2025-12-01 14:09:55,0.0,0.00
2025-12-01 14:09:58,0.0,0.00
2025-12-01 14:10:01,0.0,0.00
2025-12-01 14:10:04,0.0,0.00
2025-12-01 14:10:07,0.0,0.00
2025-12-01 14:10:10,0.0,0.00
2025-12-01 14:10:13,0.0,0.00
2025-12-01 14:10:16,0.0,0.00
2025-12-01 14:10:19,0.0,0.00
2025-12-01 14:10:22,0.0,0.00
2025-12-01 14:10:25,0.0,0.00
2025-12-01 14:10:28,0.0,0.00
2025-12-01 14:10:31,0.0,0.00
2025-12-01 14:10:35,0.0,0.00
2025-12-01 14:10:38,0.0,0.00
2025-12-01 14:10:41,0.0,0.00
2025-12-01 14:10:44,0.0,0.00
2025-12-01 14:10:47,0.0,0.00
2025-12-01 14:10:50,0.0,0.00
2025-12-01 14:10:53,0.0,0.00
2025-12-01 14:10:56,0.0,0.00
2025-12-01 14:10:59,0.0,0.00
2025-12-01 14:11:02,0.0,0.00
2025-12-01 14:11:05,0.0,0.00
2025-12-01 14:11:08,0.0,0.00
2025-12-01 14:11:11,0.0,0.00
2025-12-01 14:11:14,0.0,0.00
2025-12-01 14:11:17,0.0,0.00
2025-12-01 14:11:20,0.0,0.00
2025-12-01 14:11:23,0.0,0.00
2025-12-01 14:11:26,0.0,0.00
2025-12-01 14:11:29,0.0,0.00
2025-12-01 14:11:32,0.0,0.00
2025-12-01 14:11:35,0.0,0.00
2025-12-01 14:11:38,0.0,0.00
2025-12-01 14:11:41,0.0,0.00
2025-12-01 14:11:44,0.0,0.00
2025-12-01 14:11:47,0.0,0.00
2025-12-01 14:11:50,0.0,0.00
2025-12-01 14:11:54,0.0,0.00
2025-12-01 14:11:57,0.0,0.00
2025-12-01 14:12:00,0.0,0.00
2025-12-01 14:12:03,0.0,0.00
2025-12-01 14:12:06,0.0,0.00
2025-12-01 14:12:09,0.0,0.00
2025-12-01 14:12:12,0.0,0.00
2025-12-01 14:12:15,0.0,0.00
2025-12-01 14:12:18,0.0,0.00
2025-12-01 14:12:21,0.0,0.00
2025-12-01 14:12:24,0.0,0.00
2025-12-01 14:12:27,0.0,0.00
2025-12-01 14:12:30,0.0,0.00
2025-12-01 14:12:33,0.0,0.00
2025-12-01 14:12:36,0.0,0.00
2025-12-01 14:12:39,0.0,0.00
2025-12-01 14:12:42,0.0,0.00
2025-12-01 14:12:45,233.0,0.33
2025-12-01 14:12:47,0.0,0.00
2025-12-01 14:12:50,0.0,0.00
2025-12-01 14:12:53,0.0,0.00
2025-12-01 14:12:56,0.0,0.00
2025-12-01 14:12:59,0.0,0.00
2025-12-01 14:13:02,0.0,0.00
2025-12-01 14:13:05,0.0,0.00
2025-12-01 14:13:08,0.0,0.00
2025-12-01 14:13:11,0.0,0.00
2025-12-01 14:13:15,0.0,0.00
2025-12-01 14:13:18,0.0,0.00
2025-12-01 14:13:21,0.0,0.00
2025-12-01 14:13:24,0.0,0.00
2025-12-01 14:13:27,0.0,0.00
2025-12-01 14:13:30,0.0,0.00
2025-12-01 14:13:33,0.0,0.00
2025-12-01 14:13:36,0.0,0.00
2025-12-01 14:13:39,0.0,0.00
2025-12-01 14:13:42,0.0,0.00
2025-12-01 14:13:45,0.0,0.00
2025-12-01 14:13:48,0.0,0.00
2025-12-01 14:13:51,0.0,0.00
2025-12-01 14:13:54,0.0,0.00
2025-12-01 14:13:57,0.0,0.00
2025-12-01 14:14:00,0.0,0.00
2025-12-01 14:14:03,0.0,0.00
2025-12-01 14:14:06,0.0,0.00
2025-12-01 14:14:09,0.0,0.00
2025-12-01 14:14:12,0.0,0.00
2025-12-01 14:14:15,0.0,0.00
2025-12-01 14:14:18,0.0,0.00
2025-12-01 14:14:21,0.0,0.00
2025-12-01 14:14:24,0.0,0.00
2025-12-01 14:14:27,0.0,0.00
2025-12-01 14:14:30,0.0,0.00
2025-12-01 14:14:34,0.0,0.00
2025-12-01 14:14:37,0.0,0.00
2025-12-01 14:14:40,0.0,0.00
2025-12-01 14:14:43,0.0,0.00
2025-12-01 14:14:46,0.0,0.00
2025-12-01 14:14:49,0.0,0.00
2025-12-01 14:14:52,0.0,0.00
2025-12-01 14:14:55,0.0,0.00
2025-12-01 14:14:58,0.0,0.00
2025-12-01 14:15:01,0.0,0.00
2025-12-01 14:15:04,0.0,0.00
2025-12-01 14:15:07,0.0,0.00
2025-12-01 14:15:10,0.0,0.00
2025-12-01 14:15:13,0.0,0.00
2025-12-01 14:15:16,0.0,0.00
2025-12-01 14:15:19,0.0,0.00
2025-12-01 14:15:22,0.0,0.00
2025-12-01 14:15:25,0.0,0.00
2025-12-01 14:15:28,0.0,0.00
2025-12-01 14:15:31,0.0,0.00
2025-12-01 14:15:34,0.0,0.00
2025-12-01 14:15:37,0.0,0.00
2025-12-01 14:15:40,0.0,0.00
2025-12-01 14:15:43,0.0,0.00
2025-12-01 14:15:46,0.0,0.00
2025-12-01 14:15:49,0.0,0.00
2025-12-01 14:15:52,0.0,0.00
2025-12-01 14:15:56,0.0,0.00
2025-12-01 14:15:59,0.0,0.00
2025-12-01 14:16:02,0.0,0.00
2025-12-01 14:16:05,0.0,0.00
2025-12-01 14:16:08,0.0,0.00
2025-12-01 14:16:11,0.0,0.00
2025-12-01 14:16:14,0.0,0.00
2025-12-01 14:16:17,0.0,0.00
2025-12-01 14:16:20,0.0,0.00
2025-12-01 14:16:23,0.0,0.00
2025-12-01 14:16:26,0.0,0.00
2025-12-01 14:16:29,0.0,0.00
2025-12-01 14:16:32,0.0,0.00
2025-12-01 14:16:35,0.0,0.00
2025-12-01 14:16:38,0.0,0.00
2025-12-01 14:16:41,0.0,0.00
2025-12-01 14:16:44,0.0,0.00
2025-12-01 14:16:47,0.0,0.00
2025-12-01 14:16:50,0.0,0.00
2025-12-01 14:16:53,0.0,0.00
2025-12-01 14:16:56,0.0,0.00
2025-12-01 14:16:59,0.0,0.00
2025-12-01 14:17:02,0.0,0.00
2025-12-01 14:17:05,0.0,0.00
2025-12-01 14:17:08,0.0,0.00
2025-12-01 14:17:11,0.0,0.00
2025-12-01 14:17:14,0.0,0.00
2025-12-01 14:17:17,0.0,0.00
2025-12-01 14:17:21,0.0,0.00
2025-12-01 14:17:24,0.0,0.00
2025-12-01 14:17:27,0.0,0.00
2025-12-01 14:17:30,0.0,0.00
2025-12-01 14:17:33,0.0,0.00
2025-12-01 14:17:36,0.0,0.00
2025-12-01 14:17:39,0.0,0.00
2025-12-01 14:17:42,0.0,0.00
2025-12-01 14:17:45,0.0,0.00
2025-12-01 14:17:48,0.0,0.00
2025-12-01 14:17:51,227.0,0.32
2025-12-01 14:17:55,181.0,0.71
2025-12-01 14:17:59,341.0,1.00
2025-12-01 14:18:03,288.9,1.83
2025-12-01 14:18:07,210.9,2.60
2025-12-01 14:18:11,211.0,3.05
2025-12-01 14:18:15,295.0,3.11
2025-12-01 14:18:19,105.0,3.19
2025-12-01 14:18:23,116.0,4.63
2025-12-01 14:18:26,0.0,0.00
2025-12-01 14:18:29,0.0,0.00
2025-12-01 14:18:32,0.0,0.00
2025-12-01 14:18:35,0.0,0.00
2025-12-01 14:18:38,0.0,0.00
2025-12-01 14:18:42,0.0,0.00
2025-12-01 14:18:45,0.0,0.00
2025-12-01 14:18:48,0.0,0.00
2025-12-01 14:18:51,0.0,0.00
2025-12-01 14:18:54,0.0,0.00
2025-12-01 14:18:57,0.0,0.00
2025-12-01 14:19:00,0.0,0.00
2025-12-01 14:19:03,0.0,0.00
2025-12-01 14:19:06,0.0,0.00
2025-12-01 14:19:09,0.0,0.00
2025-12-01 14:19:12,0.0,0.00
2025-12-01 14:19:15,0.0,0.00
2025-12-01 14:19:18,0.0,0.00
2025-12-01 14:19:21,0.0,0.00
2025-12-01 14:19:24,0.0,0.00
2025-12-01 14:19:27,0.0,0.00
2025-12-01 14:19:30,0.0,0.00
2025-12-01 14:19:34,0.0,0.00
2025-12-01 14:19:37,0.0,0.00
2025-12-01 14:19:40,0.0,0.00
2025-12-01 14:19:43,0.0,0.00
2025-12-01 14:19:46,0.0,0.00
2025-12-01 14:19:49,0.0,0.00
2025-12-01 14:19:52,0.0,0.00
2025-12-01 14:19:55,0.0,0.00
2025-12-01 14:19:58,0.0,0.00
2025-12-01 14:20:01,0.0,0.00
2025-12-01 14:20:04,0.0,0.00
2025-12-01 14:20:07,0.0,0.00
2025-12-01 14:20:10,0.0,0.00
2025-12-01 14:20:13,0.0,0.00
2025-12-01 14:20:16,0.0,0.00
2025-12-01 14:20:19,0.0,0.00
2025-12-01 14:20:22,0.0,0.00
2025-12-01 14:20:25,0.0,0.00
2025-12-01 14:20:28,0.0,0.00
2025-12-01 14:20:31,0.0,0.00
2025-12-01 14:20:34,0.0,0.00
2025-12-01 14:20:37,0.0,0.00
2025-12-01 14:20:40,0.0,0.00
2025-12-01 14:20:43,0.0,0.00
2025-12-01 14:20:46,0.0,0.00
2025-12-01 14:20:49,0.0,0.00
2025-12-01 14:20:53,0.0,0.00
2025-12-01 14:20:56,0.0,0.00
2025-12-01 14:20:59,0.0,0.00
2025-12-01 14:21:02,0.0,0.00
2025-12-01 14:21:05,0.0,0.00
2025-12-01 14:21:08,0.0,0.00
2025-12-01 14:21:11,0.0,0.00
2025-12-01 14:21:14,0.0,0.00
2025-12-01 14:21:17,0.0,0.00
2025-12-01 14:21:20,0.0,0.00
2025-12-01 14:21:23,0.0,0.00
2025-12-01 14:21:26,0.0,0.00
2025-12-01 14:21:29,0.0,0.00
2025-12-01 14:21:32,0.0,0.00
2025-12-01 14:21:35,0.0,0.00
2025-12-01 14:21:38,0.0,0.00
2025-12-01 14:21:41,0.0,0.00
2025-12-01 14:21:44,0.0,0.00
2025-12-01 14:21:47,0.0,0.00
2025-12-01 14:21:50,0.0,0.00
2025-12-01 14:21:53,0.0,0.00
2025-12-01 14:21:56,0.0,0.00
2025-12-01 14:21:59,0.0,0.00
2025-12-01 14:22:02,0.0,0.00
2025-12-01 14:22:05,0.0,0.00
2025-12-01 14:22:08,0.0,0.00
2025-12-01 14:22:11,0.0,0.00
2025-12-01 14:22:14,0.0,0.00
2025-12-01 14:22:18,0.0,0.00
2025-12-01 14:22:21,0.0,0.00
2025-12-01 14:22:24,0.0,0.00
2025-12-01 14:22:27,0.0,0.00
2025-12-01 14:22:30,0.0,0.00
2025-12-01 14:22:33,0.0,0.00
2025-12-01 14:22:36,0.0,0.00
2025-12-01 14:22:39,0.0,0.00
2025-12-01 14:22:42,0.0,0.00
2025-12-01 14:22:45,0.0,0.00
2025-12-01 14:22:48,0.0,0.00
2025-12-01 14:22:51,0.0,0.00
2025-12-01 14:22:54,0.0,0.00
2025-12-01 14:22:57,0.0,0.00
2025-12-01 14:23:00,0.0,0.00
2025-12-01 14:23:03,0.0,0.00
2025-12-01 14:23:06,0.0,0.00
2025-12-01 14:23:09,0.0,0.00
2025-12-01 14:23:12,0.0,0.00
2025-12-01 14:23:15,0.0,0.00
2025-12-01 14:23:18,0.0,0.00
2025-12-01 14:23:21,0.0,0.00
2025-12-01 14:23:23,0.0,0.00
2025-12-01 14:23:26,36.0,0.27
2025-12-01 14:23:30,123.0,0.37
2025-12-01 14:23:33,0.0,0.00
2025-12-01 14:23:37,0.0,0.00
2025-12-01 14:23:40,0.0,0.00
2025-12-01 14:23:43,0.0,0.00
2025-12-01 14:23:46,0.0,0.00
2025-12-01 14:23:49,0.0,0.00
2025-12-01 14:23:52,0.0,0.00
2025-12-01 14:23:55,0.0,0.00
2025-12-01 14:23:58,0.0,0.00
2025-12-01 14:24:01,0.0,0.00
2025-12-01 14:24:04,0.0,0.00
2025-12-01 14:24:07,0.0,0.00
2025-12-01 14:24:10,0.0,0.00
2025-12-01 14:24:13,0.0,0.00
2025-12-01 14:24:16,0.0,0.00
2025-12-01 14:24:19,0.0,0.00
2025-12-01 14:24:22,0.0,0.00
2025-12-01 14:24:25,0.0,0.00
2025-12-01 14:24:28,0.0,0.00
2025-12-01 14:24:31,0.0,0.00
2025-12-01 14:24:34,0.0,0.00
2025-12-01 14:24:37,0.0,0.00
2025-12-01 14:24:40,0.0,0.00
2025-12-01 14:24:43,0.0,0.00
2025-12-01 14:24:46,0.0,0.00
2025-12-01 14:24:49,0.0,0.00
2025-12-01 14:24:52,0.0,0.00
2025-12-01 14:24:55,0.0,0.00
2025-12-01 14:24:59,0.0,0.00
2025-12-01 14:25:02,0.0,0.00
2025-12-01 14:25:05,0.0,0.00
2025-12-01 14:25:08,0.0,0.00
2025-12-01 14:25:11,0.0,0.00
2025-12-01 14:25:14,0.0,0.00
2025-12-01 14:25:17,0.0,0.00
2025-12-01 14:25:20,0.0,0.00
2025-12-01 14:25:23,0.0,0.00
2025-12-01 14:25:26,0.0,0.00
2025-12-01 14:25:29,0.0,0.00
2025-12-01 14:25:32,0.0,0.00
2025-12-01 14:25:35,0.0,0.00
2025-12-01 14:25:38,0.0,0.00
2025-12-01 14:25:41,0.0,0.00
2025-12-01 14:25:44,0.0,0.00
2025-12-01 14:25:47,0.0,0.00
2025-12-01 14:25:50,0.0,0.00
2025-12-01 14:25:53,0.0,0.00
2025-12-01 14:25:56,0.0,0.00
2025-12-01 14:25:59,0.0,0.00
2025-12-01 14:26:02,0.0,0.00
2025-12-01 14:26:05,0.0,0.00
2025-12-01 14:26:08,0.0,0.00
2025-12-01 14:26:11,0.0,0.00
2025-12-01 14:26:14,0.0,0.00
2025-12-01 14:26:17,0.0,0.00
2025-12-01 14:26:20,0.0,0.00
2025-12-01 14:26:24,0.0,0.00
2025-12-01 14:26:27,0.0,0.00
2025-12-01 14:26:30,0.0,0.00
2025-12-01 14:26:33,0.0,0.00
2025-12-01 14:26:36,0.0,0.00
2025-12-01 14:26:39,0.0,0.00
2025-12-01 14:26:42,0.0,0.00
2025-12-01 14:26:45,0.0,0.00
2025-12-01 14:26:48,0.0,0.00
2025-12-01 14:26:51,0.0,0.00
2025-12-01 14:26:54,0.0,0.00
2025-12-01 14:26:57,0.0,0.00
2025-12-01 14:27:00,0.0,0.00
2025-12-01 14:27:03,0.0,0.00
2025-12-01 14:27:06,0.0,0.00
2025-12-01 14:27:09,0.0,0.00
2025-12-01 14:27:12,0.0,0.00
2025-12-01 14:27:16,0.0,0.00
2025-12-01 14:27:19,0.0,0.00
2025-12-01 14:27:22,0.0,0.00
2025-12-01 14:27:25,0.0,0.00
2025-12-01 14:27:28,0.0,0.00
2025-12-01 14:27:31,0.0,0.00
2025-12-01 14:27:34,0.0,0.00
2025-12-01 14:27:37,0.0,0.00
2025-12-01 14:27:40,0.0,0.00
2025-12-01 14:27:43,0.0,0.00
2025-12-01 14:27:46,0.0,0.00
2025-12-01 14:27:49,0.0,0.00
2025-12-01 14:27:52,0.0,0.00
2025-12-01 14:27:55,0.0,0.00
2025-12-01 14:27:58,0.0,0.00
2025-12-01 14:28:01,0.0,0.00
2025-12-01 14:28:04,0.0,0.00
2025-12-01 14:28:07,0.0,0.00
2025-12-01 14:28:10,0.0,0.00
2025-12-01 14:28:13,0.0,0.00
2025-12-01 14:28:16,0.0,0.00
2025-12-01 14:28:19,0.0,0.00
2025-12-01 14:28:22,0.0,0.00
2025-12-01 14:28:25,0.0,0.00
2025-12-01 14:28:29,0.0,0.00
2025-12-01 14:28:31,0.0,0.00
2025-12-01 14:28:34,15.0,0.27
2025-12-01 14:28:38,150.0,0.48
2025-12-01 14:28:42,116.0,0.72
2025-12-01 14:28:46,407.0,1.01
2025-12-01 14:28:50,324.0,1.63
2025-12-01 14:28:54,315.0,2.20
2025-12-01 14:28:58,361.0,2.72
2025-12-01 14:29:02,283.0,3.42
2025-12-01 14:29:04,0.0,0.00
2025-12-01 14:29:07,0.0,0.00
2025-12-01 14:29:10,0.0,0.00
2025-12-01 14:29:13,0.0,0.00
2025-12-01 14:29:16,0.0,0.00
2025-12-01 14:29:19,0.0,0.00
2025-12-01 14:29:22,0.0,0.00
2025-12-01 14:29:25,0.0,0.00
2025-12-01 14:29:28,0.0,0.00
2025-12-01 14:29:31,0.0,0.00
2025-12-01 14:29:34,0.0,0.00
2025-12-01 14:29:37,0.0,0.00
2025-12-01 14:29:40,0.0,0.00
2025-12-01 14:29:44,0.0,0.00
2025-12-01 14:29:47,0.0,0.00
2025-12-01 14:29:50,0.0,0.00
2025-12-01 14:29:53,0.0,0.00
2025-12-01 14:29:56,0.0,0.00
2025-12-01 14:29:59,0.0,0.00
2025-12-01 14:30:02,0.0,0.00
2025-12-01 14:30:05,0.0,0.00
2025-12-01 14:30:08,0.0,0.00
2025-12-01 14:30:11,0.0,0.00
2025-12-01 14:30:14,0.0,0.00
2025-12-01 14:30:17,0.0,0.00
2025-12-01 14:30:20,0.0,0.00
2025-12-01 14:30:23,0.0,0.00
2025-12-01 14:30:26,0.0,0.00
2025-12-01 14:30:29,0.0,0.00
2025-12-01 14:30:32,0.0,0.00
2025-12-01 14:30:35,0.0,0.00
2025-12-01 14:30:38,0.0,0.00
2025-12-01 14:30:41,0.0,0.00
2025-12-01 14:30:44,0.0,0.00
2025-12-01 14:30:47,0.0,0.00
2025-12-01 14:30:50,0.0,0.00
2025-12-01 14:30:53,0.0,0.00
2025-12-01 14:30:56,0.0,0.00
2025-12-01 14:30:59,0.0,0.00
2025-12-01 14:31:02,0.0,0.00
2025-12-01 14:31:05,0.0,0.00
2025-12-01 14:31:09,0.0,0.00
2025-12-01 14:31:12,0.0,0.00
2025-12-01 14:31:15,0.0,0.00
2025-12-01 14:31:18,0.0,0.00
2025-12-01 14:31:21,0.0,0.00
2025-12-01 14:31:24,0.0,0.00
2025-12-01 14:31:27,0.0,0.00
2025-12-01 14:31:30,0.0,0.00
2025-12-01 14:31:33,0.0,0.00
2025-12-01 14:31:36,0.0,0.00
2025-12-01 14:31:39,0.0,0.00
2025-12-01 14:31:42,0.0,0.00
2025-12-01 14:31:45,0.0,0.00
2025-12-01 14:31:48,0.0,0.00
2025-12-01 14:31:51,0.0,0.00
2025-12-01 14:31:54,0.0,0.00
2025-12-01 14:31:57,0.0,0.00
2025-12-01 14:32:00,0.0,0.00
2025-12-01 14:32:03,0.0,0.00
2025-12-01 14:32:06,0.0,0.00
2025-12-01 14:32:09,0.0,0.00
2025-12-01 14:32:12,0.0,0.00
2025-12-01 14:32:15,0.0,0.00
2025-12-01 14:32:18,0.0,0.00
2025-12-01 14:32:21,0.0,0.00
2025-12-01 14:32:24,0.0,0.00
2025-12-01 14:32:28,0.0,0.00
2025-12-01 14:32:31,0.0,0.00
2025-12-01 14:32:34,0.0,0.00
2025-12-01 14:32:37,0.0,0.00
2025-12-01 14:32:40,0.0,0.00
2025-12-01 14:32:43,0.0,0.00
2025-12-01 14:32:46,0.0,0.00
2025-12-01 14:32:49,0.0,0.00
2025-12-01 14:32:52,0.0,0.00
2025-12-01 14:32:55,0.0,0.00
2025-12-01 14:32:58,0.0,0.00
2025-12-01 14:33:01,0.0,0.00
2025-12-01 14:33:04,0.0,0.00
2025-12-01 14:33:07,0.0,0.00
2025-12-01 14:33:10,0.0,0.00
2025-12-01 14:33:13,0.0,0.00
2025-12-01 14:33:16,0.0,0.00
2025-12-01 14:33:19,0.0,0.00
2025-12-01 14:33:22,0.0,0.00
2025-12-01 14:33:25,0.0,0.00
2025-12-01 14:33:28,0.0,0.00
2025-12-01 14:33:31,0.0,0.00
2025-12-01 14:33:34,0.0,0.00
2025-12-01 14:33:37,0.0,0.00
2025-12-01 14:33:40,0.0,0.00
2025-12-01 14:33:43,0.0,0.00
2025-12-01 14:33:46,0.0,0.00
2025-12-01 14:33:49,0.0,0.00
2025-12-01 14:33:52,0.0,0.00
2025-12-01 14:33:56,0.0,0.00
2025-12-01 14:33:59,0.0,0.00
2025-12-01 14:34:02,0.0,0.00
2025-12-01 14:34:04,0.0,0.00
2025-12-01 14:34:07,79.0,0.21
2025-12-01 14:34:10,213.0,0.34
2025-12-01 14:34:14,181.0,0.70
2025-12-01 14:34:18,345.0,0.91
2025-12-01 14:34:22,320.0,1.45
2025-12-01 14:34:26,248.0,2.18
2025-12-01 14:34:30,308.0,2.47
2025-12-01 14:34:34,313.0,2.52
2025-12-01 14:34:38,152.0,3.32
2025-12-01 14:34:41,51.0,0.00
2025-12-01 14:34:44,0.0,0.00
2025-12-01 14:34:47,0.0,0.00
2025-12-01 14:34:50,0.0,0.00
2025-12-01 14:34:53,0.0,0.00
2025-12-01 14:34:56,0.0,0.00
2025-12-01 14:34:59,0.0,0.00
2025-12-01 14:35:02,0.0,0.00
2025-12-01 14:35:05,0.0,0.00
2025-12-01 14:35:08,0.0,0.00
2025-12-01 14:35:11,0.0,0.00
2025-12-01 14:35:14,0.0,0.00
2025-12-01 14:35:17,0.0,0.00
2025-12-01 14:35:20,0.0,0.00
2025-12-01 14:35:23,0.0,0.00
2025-12-01 14:35:27,0.0,0.00
2025-12-01 14:35:30,0.0,0.00
2025-12-01 14:35:33,0.0,0.00
2025-12-01 14:35:36,0.0,0.00
2025-12-01 14:35:39,0.0,0.00
2025-12-01 14:35:42,0.0,0.00
2025-12-01 14:35:45,0.0,0.00
2025-12-01 14:35:48,0.0,0.00
2025-12-01 14:35:51,0.0,0.00
2025-12-01 14:35:54,0.0,0.00
